what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1385997455951
started,bundle,org.eclipse.wst.common.modulecore,1.2.0.v201005200200,"org.eclipse.wst.common.modulecore",1385997456013
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1385997456029
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1385997456029
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1385997456029
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1385997456045
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1385997456091
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1385997456091
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1385997456138
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1385997456185
os,sysinfo,,,"win32",1385997456201
arch,sysinfo,,,"x86_64",1385997456201
ws,sysinfo,,,"win32",1385997456201
locale,sysinfo,,,"en_IN",1385997456201
processors,sysinfo,,,"8",1385997456201
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1385997456201
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1385997456201
java.specification.name,sysinfo,,,"Java Platform API Specification",1385997456201
java.specification.vendor,sysinfo,,,"Oracle Corporation",1385997456201
java.specification.version,sysinfo,,,"1.7",1385997456201
java.vendor,sysinfo,,,"Oracle Corporation",1385997456201
java.version,sysinfo,,,"1.7.0_45",1385997456201
java.vm.info,sysinfo,,,"mixed mode",1385997456201
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1385997456201
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1385997456201
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1385997456201
java.vm.specification.version,sysinfo,,,"1.7",1385997456201
java.vm.vendor,sysinfo,,,"Oracle Corporation",1385997456201
java.vm.version,sysinfo,,,"24.45-b08",1385997456201
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1385997457326
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997458404
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997461295
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997464498
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997519221
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1385997520814
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1385997521069
started,bundle,org.eclipse.wst.ws.service.policy,1.0.203.v201004211732,"org.eclipse.wst.ws.service.policy",1385997521073
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1385997521088
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1385997521088
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1385997521394
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1385997524538
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1385997527229
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1385997527346
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997527550
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997529815
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1385997529846
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997531570
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1385997544018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997550226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1385997551769
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1385997551785
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1385997559260
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1385997559275
started,bundle,org.eclipse.jpt.core,2.3.0.v201006020000,"org.eclipse.jpt.core",1385997562389
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1385997562405
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997566726
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997566804
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1385997569461
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997569680
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997569742
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1385997574814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1385997575157
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1385997576310
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1385997580459
