what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1386000349783
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1386000349783
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1386000349799
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1386000349799
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1386000349799
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1386000349799
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1386000349799
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1386000349799
os,sysinfo,,,"win32",1386000349799
arch,sysinfo,,,"x86_64",1386000349799
ws,sysinfo,,,"win32",1386000349799
locale,sysinfo,,,"en_IN",1386000349799
processors,sysinfo,,,"8",1386000349799
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1386000349799
java.runtime.version,sysinfo,,,"1.7.0_45-b18",1386000349799
java.specification.name,sysinfo,,,"Java Platform API Specification",1386000349799
java.specification.vendor,sysinfo,,,"Oracle Corporation",1386000349799
java.specification.version,sysinfo,,,"1.7",1386000349799
java.vendor,sysinfo,,,"Oracle Corporation",1386000349799
java.version,sysinfo,,,"1.7.0_45",1386000349799
java.vm.info,sysinfo,,,"mixed mode",1386000349799
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1386000349799
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1386000349799
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1386000349799
java.vm.specification.version,sysinfo,,,"1.7",1386000349799
java.vm.vendor,sysinfo,,,"Oracle Corporation",1386000349799
java.vm.version,sysinfo,,,"24.45-b08",1386000349799
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386000353752
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386000354924
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386000355377
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1386000361460
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1386000363926
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1386000363941
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1386000363941
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1386000363988
